,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,Dew,humidity,Precipitation,precipcover,windspeed,winddir,cloudcover,solarenergy,uvindex,moonphase,icon_cloudy,icon_partly-cloudy-day,icon_rain,icon_snow
0,1272758400.0,16.3,1.6,7.8,16.3,-0.7,7.1,-4.83,29.9,0.0,0.0,19.8,284.5,6.2,18.2,8,0.7,0,0,0,0
1,1275436800.0,17.9,3.7,8.7,17.9,1.9,7.8,-4.7,41.5,0.0,0.0,20.2,299.7,48.4,14.7,7,0.75,0,1,0,0
2,1278028800.0,16.5,4.6,9.0,16.5,3.0,8.3,0.5,56.8,0.0,0.0,17.3,341.4,67.6,11.1,6,0.77,0,1,0,0
3,1280707200.0,9.3,3.3,6.5,7.6,0.1,4.6,3.8,83.3,11.3,62.5,13.0,89.9,98.5,4.3,2,0.8,0,0,1,0
4,1283385600.0,9.9,0.3,4.5,7.2,-3.3,1.9,2.6,88.5,19.1,100.0,20.5,123.7,64.5,12.6,5,0.84,0,0,1,0
5,1285977600.0,13.5,-0.5,5.9,13.5,-3.8,4.5,-1.9,61.2,0.1,4.17,13.7,111.4,41.1,18.1,8,0.87,0,0,1,0
6,1288656000.0,16.3,0.8,7.8,16.3,-1.9,6.9,-4.83,41.8,0.0,0.0,14.8,117.4,25.1,20.1,8,0.9,0,1,0,0
7,1291248000.0,11.1,2.4,6.3,11.1,0.0,5.4,-2.3,55.3,1.5,33.33,10.4,4.2,39.7,14.4,6,0.94,0,0,1,0
8,1266019200.0,14.6,1.1,6.7,14.6,-1.8,5.6,-4.83,44.0,0.0,0.0,11.5,294.3,27.3,20.1,8,0.97,0,1,0,0
9,1266105600.0,14.7,0.1,6.6,14.7,-2.9,5.4,-4.83,38.8,0.0,0.0,15.5,184.9,7.7,20.5,8,0.0,0,0,0,0
10,1266192000.0,14.0,0.1,6.5,14.0,-3.2,5.4,-4.83,40.4,0.0,0.0,13.7,110.4,42.1,15.8,7,0.04,0,1,0,0
11,1266278400.0,14.4,1.0,7.3,14.4,-1.9,6.3,-2.9,50.6,0.0,0.0,13.7,171.5,9.5,18.6,8,0.07,0,0,0,0
12,1266364800.0,13.7,1.8,6.7,13.7,-0.6,5.7,-2.7,53.3,0.0,0.0,14.0,287.5,8.3,18.6,8,0.11,0,0,0,0
13,1266451200.0,17.2,0.8,8.0,17.2,-1.6,7.2,-4.83,39.2,0.0,0.0,18.4,280.5,3.4,21.0,9,0.14,0,0,0,0
14,1266537600.0,17.7,3.3,9.4,17.7,1.7,8.7,-4.83,38.0,0.0,0.0,17.3,267.4,2.1,21.0,9,0.18,0,0,0,0
15,1266624000.0,18.4,3.4,9.6,18.4,1.8,9.0,-4.83,35.7,0.0,0.0,19.8,274.3,0.0,21.2,9,0.21,0,0,0,0
16,1266710400.0,20.1,4.6,11.3,20.1,3.1,10.9,-4.83,34.3,0.0,0.0,18.0,269.5,11.2,21.5,9,0.25,0,0,0,0
17,1266796800.0,20.2,5.8,11.7,20.2,4.6,11.5,-3.3,37.8,0.0,0.0,19.8,272.5,35.4,21.1,9,0.25,0,1,0,0
18,1266883200.0,12.7,3.2,7.6,12.7,1.0,7.1,2.3,70.2,5.2,58.33,14.8,176.2,72.5,12.4,6,0.31,0,0,1,0
19,1266969600.0,16.8,3.4,9.1,16.8,1.8,8.5,0.7,58.5,0.0,0.0,16.9,280.6,30.5,19.4,8,0.35,0,1,0,0
20,1267056000.0,18.4,4.5,10.4,18.4,3.3,9.9,-0.3,51.0,0.0,0.0,16.9,257.9,50.3,19.5,8,0.38,0,1,0,0
21,1267142400.0,19.7,6.4,11.7,19.7,5.5,11.4,0.0,47.4,0.0,0.0,20.2,276.2,47.2,20.0,8,0.42,0,1,0,0
22,1267228800.0,21.5,5.8,12.4,21.5,4.4,12.0,-0.2,46.5,0.0,0.0,26.3,280.8,13.4,21.3,9,0.45,0,0,0,0
23,1267315200.0,22.0,8.3,13.9,22.0,7.4,13.7,0.6,43.6,0.0,0.0,23.4,279.5,61.7,21.3,9,0.5,0,1,0,0
24,1262476800.0,18.5,7.6,12.5,18.5,6.4,12.2,4.1,58.7,0.0,0.0,13.3,301.5,40.2,18.2,7,0.52,0,1,0,0
25,1265155200.0,20.7,5.7,12.3,20.7,4.2,11.8,-0.6,45.9,0.0,0.0,23.4,283.9,5.3,22.7,9,0.55,0,0,0,0
26,1267574400.0,17.5,6.5,11.2,17.5,4.9,10.7,-4.4,35.6,0.0,0.0,16.2,307.7,67.1,10.4,4,0.58,0,1,0,0
27,1270252800.0,19.4,6.1,11.6,19.4,4.3,10.8,0.1,49.0,1.2,29.17,16.2,281.4,18.0,20.9,8,0.62,0,0,1,0
28,1272844800.0,19.5,5.7,11.5,19.5,4.0,10.9,2.6,59.2,0.9,12.5,19.1,281.8,6.2,22.7,9,0.65,0,0,1,0
29,1275523200.0,21.4,5.2,12.3,21.4,3.3,11.7,-4.7,36.0,0.0,0.0,19.1,277.2,18.2,24.0,9,0.68,0,0,0,0
30,1278115200.0,19.2,5.7,11.5,19.2,4.2,10.9,-2.6,39.9,0.0,0.0,17.3,292.2,0.8,23.5,9,0.75,0,0,0,0
31,1280793600.0,20.4,5.3,11.9,20.4,3.3,11.4,-2.1,41.9,0.0,0.0,20.2,261.4,0.0,24.0,9,0.75,0,0,0,0
32,1283472000.0,21.3,3.7,12.0,21.3,1.3,11.4,-3.4,38.9,0.0,0.0,18.4,254.4,0.0,24.2,9,0.78,0,0,0,0
33,1286064000.0,21.9,3.9,12.5,21.9,1.1,11.7,-4.4,34.8,0.0,0.0,22.0,291.7,0.0,24.0,9,0.82,0,0,0,0
34,1288742400.0,22.7,7.4,13.8,22.7,6.2,13.5,-4.83,30.0,0.0,0.0,19.8,264.5,0.0,24.0,9,0.85,0,0,0,0
35,1291334400.0,21.1,6.4,12.9,21.1,4.7,12.4,-4.5,32.5,0.0,0.0,20.9,274.3,26.2,22.1,8,0.88,0,1,0,0
36,1268438400.0,22.1,6.9,13.5,22.1,5.6,13.1,-2.7,35.7,0.0,0.0,25.2,275.8,1.8,24.3,9,0.91,0,0,0,0
37,1268524800.0,21.4,8.9,14.3,21.4,8.5,14.1,-0.9,37.3,0.0,0.0,20.9,251.1,26.8,23.1,9,0.95,0,1,0,0
38,1268611200.0,23.1,8.3,15.1,23.1,7.1,14.9,-1.7,34.5,0.0,0.0,21.6,213.7,51.7,22.4,9,0.98,0,1,0,0
39,1268697600.0,23.1,8.3,15.2,23.1,6.8,14.8,-0.9,35.9,0.0,0.0,19.4,200.0,10.8,22.2,9,0.0,0,0,0,0
40,1268784000.0,23.1,8.6,15.2,23.1,7.9,15.0,-1.7,33.6,0.0,0.0,19.8,237.2,1.3,23.8,9,0.05,0,0,0,0
41,1268870400.0,24.5,9.8,16.2,24.5,9.3,16.1,0.0,35.8,0.0,0.0,21.6,248.1,9.6,23.9,9,0.08,0,0,0,0
42,1268956800.0,26.6,10.9,17.8,26.6,10.9,17.8,1.3,35.4,0.0,0.0,19.8,247.2,0.2,24.8,10,0.12,0,0,0,0
43,1269043200.0,27.4,12.3,18.8,26.5,12.3,18.7,2.0,34.8,0.0,0.0,19.1,235.3,7.5,24.8,9,0.15,0,0,0,0
44,1269129600.0,28.0,13.4,19.4,26.6,13.4,19.2,1.3,32.4,0.0,0.0,27.0,272.1,27.4,24.8,10,0.19,0,1,0,0
45,1269216000.0,28.3,12.8,19.2,26.8,12.8,18.9,-2.2,26.5,0.0,0.0,29.5,276.3,56.5,25.0,10,0.22,0,1,0,0
46,1269302400.0,27.4,11.9,18.8,26.6,11.9,18.6,-3.4,24.3,0.0,0.0,20.5,276.6,18.3,25.6,10,0.25,0,0,0,0
47,1269388800.0,27.4,12.4,18.8,26.7,12.4,18.7,-3.3,24.2,0.0,0.0,20.9,271.7,0.0,25.9,10,0.3,0,0,0,0
48,1269475200.0,28.0,11.6,18.9,26.6,11.6,18.7,-2.9,24.9,0.0,0.0,21.2,253.2,36.4,22.6,10,0.33,0,1,0,0
49,1269561600.0,26.9,12.5,19.1,26.5,12.5,19.0,-1.6,26.2,0.0,0.0,21.2,252.9,11.5,24.6,10,0.37,0,0,0,0
50,1269648000.0,26.1,10.8,18.1,26.1,10.8,18.1,-1.5,28.4,0.0,0.0,22.7,271.2,6.2,24.9,10,0.4,0,0,0,0
51,1269734400.0,26.6,10.1,17.8,26.6,10.1,17.8,-3.3,26.3,0.0,0.0,26.3,275.3,0.3,26.6,10,0.44,0,0,0,0
52,1269820800.0,26.8,11.9,18.4,26.6,11.9,18.4,-3.7,24.1,0.0,0.0,25.9,271.7,0.1,26.7,10,0.47,0,0,0,0
53,1269907200.0,24.9,12.3,18.0,24.9,12.3,18.0,-1.6,28.1,0.0,0.0,22.7,264.8,16.0,22.3,8,0.5,0,0,0,0
54,1269993600.0,25.2,9.0,17.0,25.2,7.4,16.9,-4.3,25.2,0.0,0.0,22.7,258.8,1.9,26.0,10,0.54,0,0,0,0
55,1262563200.0,24.8,9.3,16.6,24.8,8.6,16.6,-4.83,19.2,0.0,0.0,23.0,273.9,0.0,27.4,10,0.57,0,0,0,0
56,1265241600.0,25.3,9.1,17.2,25.3,8.1,17.1,-4.83,18.8,0.0,0.0,23.8,273.5,0.0,27.8,10,0.6,0,0,0,0
57,1267660800.0,25.5,10.4,17.5,25.5,10.4,17.5,-3.6,24.7,0.0,0.0,21.2,288.3,14.7,25.7,10,0.64,0,0,0,0
58,1270339200.0,26.3,10.8,17.9,26.3,10.8,17.9,-4.5,23.4,0.0,0.0,22.7,276.2,0.0,27.6,10,0.67,0,0,0,0
59,1272931200.0,26.9,10.6,18.1,26.7,10.6,18.0,-4.83,22.5,0.0,0.0,28.4,277.8,0.0,27.7,10,0.7,0,0,0,0
60,1275609600.0,26.2,10.7,17.9,26.2,10.7,17.9,-4.83,19.4,0.0,0.0,25.2,264.4,0.0,28.4,10,0.75,0,0,0,0
61,1278201600.0,29.4,12.4,20.2,27.7,12.4,19.8,-4.83,15.1,0.0,0.0,23.0,251.4,25.4,28.3,10,0.76,0,1,0,0
62,1280880000.0,29.7,13.1,21.0,27.9,13.1,20.6,-4.83,14.3,0.0,0.0,23.0,262.8,85.5,24.7,9,0.8,0,1,0,0
63,1283558400.0,30.7,13.8,21.5,28.7,13.8,21.0,-4.83,15.2,0.0,0.0,27.4,272.5,77.0,26.5,10,0.83,0,1,0,0
64,1286150400.0,29.8,13.1,21.2,27.9,13.1,20.7,-3.4,20.4,0.0,0.0,26.6,267.8,4.5,27.5,10,0.86,0,0,0,0
65,1288828800.0,28.8,14.4,21.3,27.2,14.4,20.9,-2.0,22.3,0.0,0.0,21.6,266.3,58.7,25.0,9,0.89,0,1,0,0
66,1291420800.0,29.2,14.1,21.4,27.5,14.1,21.0,-1.3,23.1,0.0,0.0,19.1,257.3,39.2,23.8,8,0.93,0,1,0,0
67,1271116800.0,29.3,14.3,21.4,27.6,14.3,21.0,-2.1,22.5,0.0,0.0,20.2,221.0,3.9,27.9,10,0.96,0,0,0,0
68,1271203200.0,29.8,13.8,21.7,28.0,13.8,21.1,-4.83,17.7,0.0,0.0,20.2,240.0,7.0,28.4,10,0.0,0,0,0,0
69,1271289600.0,30.8,12.7,21.8,28.8,12.7,21.3,-4.83,13.8,0.0,0.0,21.2,202.7,14.7,27.2,10,0.03,0,0,0,0
70,1271376000.0,31.5,14.7,22.8,29.3,14.7,22.1,-4.83,14.3,0.0,0.0,25.2,260.9,3.7,27.6,10,0.06,0,0,0,0
71,1271462400.0,31.8,14.5,23.3,29.6,14.5,22.6,-2.4,19.5,0.0,0.0,26.3,268.7,44.4,25.0,10,0.1,0,1,0,0
72,1271548800.0,29.9,17.5,22.7,28.1,17.5,22.4,1.6,25.3,0.1,4.17,22.7,275.1,61.8,17.6,9,0.13,0,0,1,0
73,1271635200.0,28.4,17.1,21.9,27.0,17.1,21.7,3.4,30.4,1.4,25.0,15.8,245.5,37.2,19.6,8,0.17,0,0,1,0
74,1271721600.0,30.5,15.1,22.2,28.5,15.1,21.7,3.0,30.9,0.0,0.0,24.1,264.4,2.8,27.5,10,0.21,0,0,0,0
75,1271808000.0,29.7,14.4,22.0,27.9,14.4,21.5,1.7,27.7,0.0,0.0,24.8,228.8,4.0,26.0,9,0.25,0,0,0,0
76,1271894400.0,28.3,14.1,21.1,26.8,14.1,20.9,0.8,27.9,0.0,0.0,20.5,231.2,1.6,27.4,10,0.28,0,0,0,0
77,1271980800.0,28.0,14.5,20.6,26.7,14.5,20.4,-0.3,25.8,0.0,0.0,22.0,246.6,15.2,26.9,10,0.31,0,0,0,0
78,1272067200.0,27.7,12.6,19.8,26.4,12.6,19.6,-2.7,24.2,0.0,0.0,23.0,251.9,1.1,28.1,10,0.35,0,0,0,0
79,1272153600.0,28.1,11.5,19.8,26.7,11.5,19.6,-4.83,20.7,0.0,0.0,22.3,250.6,1.4,30.3,10,0.38,0,0,0,0
80,1272240000.0,29.3,12.5,20.9,27.6,12.5,20.5,-4.83,15.3,0.0,0.0,22.0,260.6,7.2,29.9,10,0.42,0,0,0,0
81,1272326400.0,30.9,15.2,22.9,28.8,15.2,22.3,-3.1,18.5,0.0,0.0,22.0,248.3,89.9,27.7,10,0.46,0,1,0,0
82,1272412800.0,29.4,18.3,22.8,27.7,18.3,22.4,2.9,28.2,1.2,20.83,27.0,259.9,42.0,24.1,9,0.5,0,0,1,0
83,1272499200.0,30.0,13.5,22.0,28.1,13.5,21.5,3.0,32.1,0.6,12.5,25.9,245.4,16.9,28.8,10,0.52,0,0,1,0
84,1272585600.0,27.4,14.4,21.6,26.5,14.4,21.4,2.5,29.8,0.0,0.0,20.2,275.6,82.9,22.7,8,0.56,0,1,0,0
85,1262649600.0,26.5,16.6,20.9,26.5,16.6,20.9,5.1,36.7,0.0,0.0,13.7,232.3,90.1,16.1,6,0.59,1,0,0,0
86,1265328000.0,27.4,13.4,20.3,26.6,13.4,20.2,6.0,42.3,0.0,0.0,18.0,219.2,83.2,21.8,9,0.62,0,1,0,0
87,1267747200.0,25.3,14.1,19.1,25.3,14.1,19.1,8.4,52.7,0.0,0.0,21.2,213.2,80.9,16.9,7,0.65,0,1,0,0
88,1270425600.0,29.9,15.5,22.3,28.1,15.5,21.8,5.7,36.8,0.0,0.0,23.8,239.6,12.8,27.3,10,0.69,0,0,0,0
89,1273017600.0,29.7,16.6,22.9,28.0,16.6,22.4,4.6,31.9,0.0,0.0,23.8,240.6,52.1,23.9,9,0.72,0,1,0,0
90,1275696000.0,26.7,17.9,21.9,26.7,17.9,21.9,5.8,35.6,0.3,12.5,18.7,235.9,57.8,19.5,8,0.75,0,0,1,0
91,1278288000.0,27.0,14.7,20.6,26.7,14.7,20.6,7.9,46.8,8.1,41.67,20.5,241.9,30.9,21.0,8,0.78,0,0,1,0
92,1280966400.0,27.0,13.8,19.9,26.6,13.8,19.8,7.9,50.2,0.0,0.0,22.3,267.1,6.5,29.3,10,0.81,0,0,0,0
93,1283644800.0,28.9,14.3,21.0,27.3,14.3,20.6,4.2,37.7,0.0,0.0,23.4,266.2,5.4,31.2,10,0.85,0,0,0,0
94,1286236800.0,29.7,14.4,21.6,27.9,14.4,21.1,2.5,31.4,0.0,0.0,24.1,266.0,0.2,31.2,10,0.88,0,0,0,0
95,1288915200.0,29.6,14.6,21.8,27.8,14.6,21.3,1.7,29.3,0.0,0.0,27.7,271.4,0.9,30.7,10,0.91,0,0,0,0
96,1291507200.0,30.1,15.3,22.3,28.2,15.3,21.7,0.5,26.0,0.0,0.0,21.6,256.3,0.4,31.2,10,0.94,0,0,0,0
97,1273708800.0,30.5,13.7,22.4,28.5,13.7,21.8,-1.5,22.6,0.0,0.0,23.8,265.4,0.8,30.6,10,0.98,0,0,0,0
98,1273795200.0,30.2,15.3,22.7,28.3,15.3,22.2,-2.0,20.8,0.0,0.0,27.7,246.9,13.0,27.4,10,0.0,0,0,0,0
99,1273881600.0,30.2,15.5,22.8,28.2,15.5,22.2,-0.7,22.4,0.0,0.0,26.6,267.0,3.9,29.6,10,0.04,0,0,0,0
100,1273968000.0,31.7,15.3,23.6,29.5,15.3,22.9,-0.4,22.7,0.0,0.0,24.5,265.8,2.5,30.9,10,0.08,0,0,0,0
101,1274054400.0,33.6,17.5,25.3,31.1,17.5,24.4,0.6,21.7,0.0,0.0,22.3,272.1,31.0,27.6,10,0.12,0,1,0,0
102,1274140800.0,30.1,19.4,24.8,28.3,19.4,24.2,5.7,30.4,2.1,25.0,16.9,244.7,61.1,21.2,7,0.15,0,0,1,0
103,1274227200.0,30.8,19.8,24.4,28.8,19.8,23.8,6.6,34.0,0.4,12.5,26.3,246.6,25.4,27.7,10,0.19,0,0,1,0
104,1274313600.0,29.9,16.8,23.0,28.0,16.8,22.5,-0.1,24.5,0.0,0.0,19.8,246.7,6.3,31.5,10,0.22,0,0,0,0
105,1274400000.0,32.5,15.6,24.1,30.1,15.6,23.3,-2.2,19.1,0.0,0.0,24.8,238.9,0.4,31.7,10,0.25,0,0,0,0
106,1274486400.0,33.1,16.8,24.9,30.6,16.8,24.0,-1.8,18.5,0.0,0.0,25.2,243.0,1.0,31.4,10,0.3,0,0,0,0
107,1274572800.0,31.4,16.7,24.2,29.2,16.7,23.5,1.8,25.2,4.5,25.0,26.3,255.1,5.8,28.7,10,0.33,0,0,1,0
108,1274659200.0,32.5,16.1,24.3,30.2,16.1,23.4,4.0,30.6,0.3,12.5,27.7,268.6,0.9,30.2,10,0.37,0,0,1,0
109,1274745600.0,32.1,17.6,24.6,29.8,17.6,23.7,-0.4,21.6,0.0,0.0,20.9,255.6,0.2,30.7,10,0.4,0,0,0,0
110,1274832000.0,34.0,16.2,25.6,31.4,16.2,24.6,-4.3,15.9,0.0,0.0,23.0,246.8,0.6,32.4,10,0.44,0,0,0,0
111,1274918400.0,34.4,18.1,26.4,31.8,18.1,25.4,-4.0,15.2,0.1,4.17,25.6,236.7,2.6,31.4,10,0.48,0,0,1,0
112,1275004800.0,30.7,17.2,24.0,28.9,17.2,23.4,7.1,36.2,2.4,70.83,20.5,163.5,8.6,27.5,9,0.5,0,0,1,0
113,1275091200.0,30.3,15.9,22.7,28.5,15.9,22.3,8.0,43.0,0.7,20.83,26.6,235.6,3.3,27.5,10,0.54,0,0,1,0
114,1275177600.0,29.5,14.8,22.4,27.7,14.8,21.9,1.4,27.4,0.0,0.0,23.8,253.3,5.6,29.3,10,0.57,0,0,0,0
115,1275264000.0,31.4,15.2,23.5,29.2,15.2,22.8,0.6,24.2,0.0,0.0,25.2,251.7,1.2,31.8,10,0.61,0,0,0,0
116,1262736000.0,32.8,17.9,25.0,30.4,17.9,24.1,-1.2,19.9,0.0,0.0,24.5,261.8,0.6,32.2,10,0.64,0,0,0,0
117,1265414400.0,32.8,16.4,24.9,30.4,16.4,24.0,1.2,22.9,0.0,0.0,26.6,263.1,2.1,30.2,10,0.67,0,0,0,0
118,1267833600.0,33.5,18.9,25.6,31.1,18.9,24.7,4.8,28.4,0.0,0.0,27.7,263.4,37.0,27.4,10,0.7,0,1,0,0
119,1270512000.0,31.5,19.2,24.7,29.5,19.2,24.1,7.7,36.8,4.0,54.17,28.1,261.2,30.1,28.5,10,0.74,0,0,1,0
120,1273104000.0,27.8,17.3,22.1,26.7,17.3,22.0,8.7,45.4,0.0,0.0,23.0,266.7,62.1,21.4,7,0.75,0,1,0,0
121,1275782400.0,29.4,13.8,21.6,27.6,13.8,21.2,2.1,32.5,0.0,0.0,28.8,269.3,18.7,32.1,10,0.8,0,0,0,0
122,1278374400.0,27.1,16.4,21.3,26.5,16.4,21.2,3.2,33.8,3.0,50.0,14.8,249.7,76.2,20.0,7,0.83,0,0,1,0
123,1281052800.0,26.5,16.0,20.9,26.5,16.0,20.9,9.8,51.2,1.5,50.0,18.7,132.0,48.9,22.8,8,0.86,0,0,1,0
124,1283731200.0,27.6,16.1,21.7,26.8,16.1,21.6,11.0,53.5,3.0,41.67,16.9,171.7,25.4,25.1,9,0.9,0,0,1,0
125,1286323200.0,28.7,14.6,21.8,27.3,14.6,21.6,9.2,49.2,0.0,0.0,17.3,223.6,14.9,28.5,10,0.93,0,0,0,0
126,1289001600.0,30.1,14.1,22.7,28.3,14.1,22.2,7.0,40.4,0.0,0.0,19.8,216.7,5.4,31.1,10,0.96,0,0,0,0
127,1291593600.0,31.0,15.3,23.6,29.0,15.3,23.0,6.7,36.7,0.0,0.0,20.5,203.7,6.1,30.9,10,0.0,0,0,0,0
128,1276387200.0,27.7,17.6,22.5,26.9,17.6,22.3,10.0,47.2,3.2,50.0,14.8,190.4,30.4,23.3,8,0.03,0,0,1,0
129,1276473600.0,29.8,14.7,22.2,28.2,14.7,21.8,9.4,49.1,0.9,16.67,24.5,262.9,8.8,29.1,10,0.06,0,0,1,0
130,1276560000.0,32.4,15.0,23.9,30.2,15.0,23.1,6.5,37.7,0.0,0.0,28.8,272.3,2.8,31.4,10,0.1,0,0,0,0
131,1276646400.0,30.0,17.7,23.2,28.4,17.7,22.9,8.8,41.8,0.0,0.0,18.4,250.2,39.6,24.6,9,0.14,0,1,0,0
132,1276732800.0,29.9,16.4,23.5,28.2,16.4,23.1,8.7,42.2,0.0,0.0,19.4,227.3,32.1,27.7,9,0.17,0,1,0,0
133,1276819200.0,32.6,18.0,25.1,30.3,18.0,24.3,4.7,29.6,0.0,0.0,21.2,230.2,2.7,32.0,10,0.21,0,0,0,0
134,1276905600.0,32.8,18.3,25.7,30.6,18.3,24.9,6.0,30.1,0.0,0.0,21.6,242.4,7.9,30.7,10,0.25,0,0,0,0
135,1276992000.0,32.3,19.7,25.9,30.3,19.7,25.2,8.8,35.6,0.0,0.0,22.0,240.8,38.5,25.2,10,0.28,0,1,0,0
136,1277078400.0,33.2,19.5,26.3,31.0,19.5,25.5,9.2,37.9,0.8,29.17,27.7,258.7,16.6,28.0,9,0.31,0,0,1,0
137,1277164800.0,32.6,17.8,25.5,30.4,17.8,24.7,7.3,34.0,6.4,54.17,27.0,259.6,7.3,29.0,10,0.35,0,0,1,0
138,1277251200.0,30.9,18.5,24.5,29.1,18.5,24.0,10.4,44.1,6.5,75.0,23.4,261.2,11.8,28.1,10,0.39,0,0,1,0
139,1277337600.0,29.1,19.2,23.6,28.1,19.2,23.4,12.8,53.1,15.1,100.0,18.4,245.7,18.8,25.3,9,0.42,0,0,1,0
140,1277424000.0,28.0,17.7,22.4,27.5,17.7,22.3,13.7,60.5,9.3,37.5,20.5,261.8,8.5,27.5,10,0.46,0,0,1,0
141,1277510400.0,29.5,17.4,23.3,28.6,17.4,23.1,13.1,55.2,0.0,0.0,16.6,243.1,5.7,29.7,10,0.5,0,0,0,0
142,1277596800.0,29.2,17.3,23.4,28.3,17.3,23.2,13.3,56.0,4.7,45.83,15.5,230.8,12.3,28.4,10,0.53,0,0,1,0
143,1277683200.0,30.0,19.5,24.3,28.3,19.5,23.8,11.9,50.4,0.6,16.67,18.7,255.4,12.9,30.6,10,0.56,0,0,1,0
144,1277769600.0,30.0,16.9,23.7,28.5,16.9,23.4,11.4,49.2,0.0,0.0,17.6,264.0,10.0,27.2,10,0.59,0,0,0,0
145,1277856000.0,30.7,18.1,24.6,29.2,18.1,24.2,12.3,49.1,0.1,4.17,22.3,269.2,24.1,27.6,10,0.62,0,0,1,0
146,1262822400.0,26.5,17.9,22.5,26.5,17.9,22.5,13.5,59.0,20.2,54.17,16.2,261.8,13.6,25.1,8,0.66,0,0,1,0
147,1265500800.0,28.7,15.8,22.1,27.7,15.8,22.0,13.0,60.4,4.7,37.5,16.9,249.9,8.1,30.0,10,0.69,0,0,1,0
148,1267920000.0,25.9,17.6,21.0,25.9,17.6,21.0,15.5,72.1,2.3,62.5,10.8,146.9,61.5,16.0,6,0.72,0,0,1,0
149,1270598400.0,23.7,18.3,20.6,23.7,18.3,20.6,17.8,85.0,29.5,70.83,13.3,190.4,63.0,14.5,6,0.75,0,0,1,0
150,1273190400.0,25.1,17.4,20.7,25.1,17.4,20.7,17.5,83.0,39.8,100.0,14.4,146.4,47.2,25.2,9,0.79,0,0,1,0
151,1275868800.0,24.8,17.2,20.7,24.8,17.2,20.7,17.2,81.9,22.9,100.0,14.0,138.2,51.4,21.3,8,0.82,0,0,1,0
152,1278460800.0,22.6,17.9,20.1,22.6,17.9,20.1,17.9,87.7,11.7,87.5,15.1,154.3,65.9,13.0,5,0.85,0,0,1,0
153,1281139200.0,25.3,17.6,21.3,25.3,17.6,21.3,18.0,82.6,4.9,91.67,15.1,229.5,23.9,24.8,9,0.88,0,0,1,0
154,1283817600.0,26.5,18.5,22.0,26.5,18.5,22.0,18.9,83.8,6.3,75.0,20.2,244.7,42.3,25.4,9,0.92,0,0,1,0
155,1286409600.0,25.8,17.8,21.6,25.8,17.8,21.6,18.1,81.4,6.4,66.67,15.8,255.2,26.7,24.3,9,0.95,0,0,1,0
156,1289088000.0,26.0,17.2,21.5,26.0,17.2,21.5,17.6,79.9,8.4,100.0,17.6,257.7,32.6,25.4,9,0.98,0,0,1,0
157,1291680000.0,25.2,18.3,21.1,25.2,18.3,21.1,18.1,84.0,10.2,100.0,18.7,246.9,44.7,21.1,9,0.0,0,0,1,0
158,1278979200.0,25.2,17.1,20.8,25.2,17.1,20.8,17.1,81.1,2.4,37.5,14.4,249.5,33.5,26.2,9,0.05,0,0,1,0
159,1279065600.0,26.4,16.8,21.4,26.4,16.8,21.4,17.1,78.0,2.3,45.83,13.0,240.7,16.8,28.2,10,0.09,0,0,1,0
160,1279152000.0,26.3,18.0,21.9,26.3,18.0,21.9,17.8,78.8,12.3,62.5,14.8,235.2,26.8,27.0,10,0.12,0,0,1,0
161,1279238400.0,26.3,18.3,21.9,26.3,18.3,21.9,19.0,84.6,5.3,87.5,15.8,237.5,58.2,22.7,8,0.16,0,0,1,0
162,1279324800.0,24.3,18.7,21.0,24.3,18.7,21.0,18.9,88.7,6.2,75.0,15.8,196.2,75.6,15.3,6,0.19,0,0,1,0
163,1279411200.0,22.3,19.6,20.9,22.3,19.6,20.9,20.0,94.9,12.1,70.83,19.4,226.2,91.3,7.1,2,0.25,0,0,1,0
164,1279497600.0,21.0,17.8,19.6,21.0,17.8,19.6,18.3,92.7,46.0,100.0,21.2,140.8,96.6,11.3,4,0.26,0,0,1,0
165,1279584000.0,21.6,16.7,18.8,21.6,16.7,18.8,17.1,90.0,45.1,100.0,19.4,129.2,87.6,16.4,6,0.3,0,0,1,0
166,1279670400.0,20.7,16.4,18.5,20.7,16.4,18.5,16.9,90.9,4.9,95.83,11.5,128.6,91.7,9.2,3,0.33,0,0,1,0
167,1279756800.0,21.7,16.8,19.1,21.7,16.8,19.1,17.5,90.3,20.3,100.0,13.0,149.6,70.6,14.2,5,0.37,0,0,1,0
168,1279843200.0,24.3,16.8,20.3,24.3,16.8,20.3,17.6,85.5,5.1,45.83,11.5,221.1,56.4,22.8,8,0.4,0,0,1,0
169,1279929600.0,24.5,17.9,20.7,24.5,17.9,20.7,19.0,90.8,4.6,66.67,17.3,228.0,88.5,19.8,8,0.44,0,0,1,0
170,1280016000.0,25.7,18.3,21.6,25.7,18.3,21.6,19.0,86.4,3.6,91.67,14.0,205.1,91.4,22.8,9,0.47,0,0,1,0
171,1280102400.0,23.3,17.9,20.5,23.3,17.9,20.5,18.2,87.6,3.7,79.17,14.0,172.9,90.8,18.3,7,0.5,0,0,1,0
172,1280188800.0,22.3,16.3,19.3,22.3,16.3,19.3,16.7,85.6,5.3,79.17,14.8,124.2,94.4,18.5,7,0.54,0,0,1,0
173,1280275200.0,22.5,17.0,19.5,22.5,17.0,19.5,16.6,84.0,16.8,83.33,12.2,136.9,81.7,15.6,5,0.57,0,0,1,0
