,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,Dew,humidity,Precipitation,precipcover,windspeed,winddir,cloudcover,solarenergy,uvindex,moonphase,icon_cloudy,icon_partly-cloudy-day,icon_rain,icon_snow
1248,1373155200.0,21.9,17.2,19.5,21.9,17.2,19.5,18.4,93.8,49.7,100.0,20.5,189.8,97.9,8.4,3,0.97,0,0,1,0
1249,1375833600.0,22.0,17.3,19.9,22.0,17.3,19.9,19.0,94.2,42.0,100.0,15.5,192.0,97.9,8.8,3,0.0,0,0,1,0
1250,1378512000.0,24.4,17.9,21.0,24.4,17.9,21.0,19.3,90.3,14.0,100.0,19.1,247.9,71.9,22.4,9,0.03,0,0,1,0
1251,1381104000.0,24.2,17.2,20.8,24.2,17.2,20.8,18.4,87.2,5.7,79.17,14.4,246.3,30.6,26.5,9,0.07,0,0,1,0
1252,1383782400.0,25.0,17.5,21.1,25.0,17.5,21.1,18.7,86.8,8.6,100.0,14.8,238.0,45.3,24.1,9,0.1,0,0,1,0
1253,1386374400.0,22.8,18.0,20.4,22.8,18.0,20.4,18.8,91.0,3.8,95.83,13.0,193.8,71.1,14.4,5,0.14,0,0,1,0
1254,1373673600.0,23.1,17.9,20.4,23.1,17.9,20.4,19.3,93.4,9.9,91.67,22.7,221.3,75.2,14.1,5,0.17,0,0,1,0
1255,1373760000.0,22.8,17.1,19.9,22.8,17.1,19.9,18.6,92.4,4.8,100.0,25.2,187.0,92.8,11.3,4,0.21,0,0,1,0
1256,1373846400.0,24.7,18.1,20.9,24.7,18.1,20.9,18.9,89.2,6.0,100.0,15.8,202.4,62.1,20.0,8,0.24,0,0,1,0
1257,1373932800.0,22.4,17.8,19.9,22.4,17.8,19.9,18.7,92.7,27.2,100.0,19.8,220.2,91.9,14.6,5,0.25,0,0,1,0
1258,1374019200.0,22.2,17.5,20.0,22.2,17.5,20.0,19.1,94.3,38.1,100.0,19.8,201.1,89.3,11.5,4,0.31,0,0,1,0
1259,1374105600.0,21.9,18.6,20.2,21.9,18.6,20.2,19.5,95.9,14.2,100.0,22.3,218.7,94.6,8.6,3,0.34,0,0,1,0
1260,1374192000.0,23.9,17.6,20.5,23.9,17.6,20.5,19.2,93.2,16.6,100.0,23.0,209.2,94.4,16.3,7,0.38,0,0,1,0
1261,1374278400.0,21.3,16.6,19.0,21.3,16.6,19.0,17.4,90.7,29.4,100.0,16.2,147.1,91.4,11.3,4,0.41,0,0,1,0
1262,1374364800.0,23.2,17.3,20.2,23.2,17.3,20.2,18.0,87.3,31.6,100.0,15.5,233.3,65.2,21.2,8,0.45,0,0,1,0
1263,1374451200.0,23.1,17.4,20.3,23.1,17.4,20.3,18.6,90.8,25.4,100.0,16.2,182.2,63.5,21.1,8,0.5,0,0,1,0
1264,1374537600.0,22.6,17.8,20.3,22.6,17.8,20.3,18.7,90.6,2.0,20.83,15.8,200.1,70.5,15.9,6,0.52,0,0,1,0
1265,1374624000.0,23.1,18.1,20.1,23.1,18.1,20.1,18.9,93.2,19.0,62.5,18.7,221.0,58.3,16.4,7,0.55,0,0,1,0
1266,1374710400.0,22.7,17.0,20.0,22.7,17.0,20.0,18.7,92.5,15.7,91.67,20.5,228.2,55.8,15.1,6,0.58,0,0,1,0
1267,1374796800.0,22.9,17.4,20.0,22.9,17.4,20.0,18.7,92.3,3.7,54.17,17.3,220.9,56.2,16.6,7,0.62,0,0,1,0
1268,1374883200.0,23.2,17.3,20.3,23.2,17.3,20.3,18.4,89.2,2.0,41.67,17.3,197.7,58.5,20.6,7,0.65,0,0,1,0
1269,1374969600.0,23.8,17.3,20.5,23.8,17.3,20.5,19.4,93.6,20.1,75.0,22.0,214.2,77.4,16.5,8,0.68,0,0,1,0
1270,1375056000.0,24.4,18.3,21.1,24.4,18.3,21.1,19.5,91.2,13.0,100.0,19.4,231.7,50.0,24.8,9,0.75,0,0,1,0
1271,1375142400.0,25.0,18.5,21.6,25.0,18.5,21.6,19.9,90.9,9.3,100.0,21.6,221.3,54.4,20.4,8,0.75,0,0,1,0
1272,1375228800.0,24.1,18.7,21.0,24.1,18.7,21.0,19.7,92.4,23.6,100.0,21.6,218.7,92.9,16.3,7,0.78,0,0,1,0
1273,1357603200.0,21.8,18.5,19.9,21.8,18.5,19.9,18.8,93.3,6.5,83.33,14.8,196.7,94.6,8.9,3,0.81,0,0,1,0
1274,1360281600.0,22.4,17.3,19.6,22.4,17.3,19.6,17.9,90.4,7.6,79.17,16.2,190.0,45.6,20.1,8,0.85,0,0,1,0
1275,1362700800.0,23.8,16.7,20.1,23.8,16.7,20.1,18.2,89.3,17.9,70.83,15.5,210.1,37.8,24.7,9,0.88,0,0,1,0
1276,1365379200.0,21.4,17.8,19.5,21.4,17.8,19.5,18.4,93.2,27.8,100.0,9.4,203.1,88.2,8.5,3,0.91,0,0,1,0
1277,1367971200.0,21.6,17.6,19.5,21.6,17.6,19.5,18.9,96.3,18.6,100.0,24.1,199.4,82.4,9.2,4,0.95,0,0,1,0
1278,1370649600.0,21.0,17.4,18.9,21.0,17.4,18.9,17.7,92.9,29.9,100.0,12.2,198.8,95.5,9.2,3,0.98,0,0,1,0
1279,1373241600.0,21.9,16.6,19.1,21.9,16.6,19.1,17.9,93.4,12.5,100.0,15.1,213.3,95.3,15.3,6,0.0,0,0,1,0
1280,1375920000.0,20.5,18.1,19.2,20.5,18.1,19.2,18.6,96.2,11.6,100.0,24.1,214.4,96.4,7.3,3,0.05,0,0,1,0
1281,1378598400.0,21.8,17.9,19.6,21.8,17.9,19.6,18.3,92.8,6.4,100.0,15.1,197.5,95.7,8.0,3,0.08,0,0,1,0
1282,1381190400.0,21.0,18.1,19.5,21.0,18.1,19.5,18.7,95.6,7.7,83.33,15.8,202.0,92.8,7.8,3,0.12,0,0,1,0
1283,1383868800.0,21.1,18.0,19.4,21.1,18.0,19.4,18.0,91.5,12.0,100.0,10.4,195.8,93.2,8.8,3,0.15,0,0,1,0
1284,1386460800.0,21.9,17.8,19.8,21.9,17.8,19.8,18.4,91.4,9.1,100.0,16.6,203.5,82.6,12.6,4,0.19,0,0,1,0
1285,1376352000.0,21.2,18.0,19.5,21.2,18.0,19.5,18.1,91.8,31.3,100.0,11.5,159.5,93.0,8.2,3,0.22,0,0,1,0
1286,1376438400.0,22.5,17.1,19.5,22.5,17.1,19.5,17.8,90.4,8.3,75.0,15.1,164.7,55.3,19.8,7,0.25,0,0,1,0
1287,1376524800.0,22.5,17.4,19.6,22.5,17.4,19.6,17.9,90.4,15.0,75.0,18.0,206.8,69.2,21.6,8,0.3,0,0,1,0
1288,1376611200.0,21.8,17.4,19.3,21.8,17.4,19.3,17.7,90.8,16.6,95.83,18.4,222.6,73.5,16.5,6,0.33,0,0,1,0
1289,1376697600.0,21.7,17.2,19.2,21.7,17.2,19.2,17.5,90.5,18.8,79.17,17.6,200.8,80.8,16.5,6,0.37,0,0,1,0
1290,1376784000.0,23.6,16.2,19.7,23.6,16.2,19.7,17.5,87.6,2.6,58.33,14.4,185.7,60.2,25.1,9,0.4,0,0,1,0
1291,1376870400.0,22.9,17.4,19.8,22.9,17.4,19.8,17.9,89.4,5.3,50.0,13.7,204.3,93.0,16.1,7,0.44,0,0,1,0
1292,1376956800.0,23.6,16.8,19.8,23.6,16.8,19.8,17.2,85.7,14.4,58.33,14.4,227.4,86.3,22.8,9,0.47,0,0,1,0
1293,1377043200.0,22.4,15.9,18.8,22.4,15.9,18.8,16.6,87.3,2.3,58.33,16.2,228.5,90.3,15.8,7,0.5,0,0,1,0
1294,1377129600.0,21.7,16.9,19.0,21.7,16.9,19.0,17.4,91.0,5.5,45.83,14.0,213.0,91.1,13.2,5,0.54,0,0,1,0
1295,1377216000.0,23.1,17.0,19.9,23.1,17.0,19.9,17.6,86.6,3.2,37.5,13.0,223.2,81.7,20.6,8,0.57,0,0,1,0
1296,1377302400.0,23.7,17.0,20.2,23.7,17.0,20.2,18.0,87.8,1.6,50.0,15.1,236.2,67.5,20.3,8,0.6,0,0,1,0
1297,1377388800.0,24.6,17.8,20.8,24.6,17.8,20.8,19.1,90.2,3.7,62.5,22.0,253.0,38.6,22.4,8,0.64,0,0,1,0
1298,1377475200.0,24.6,17.2,20.7,24.6,17.2,20.7,18.7,89.3,2.0,62.5,18.4,252.1,34.8,23.2,9,0.67,0,0,1,0
1299,1377561600.0,23.7,16.9,20.1,23.7,16.9,20.1,18.3,89.9,14.8,62.5,19.4,250.9,53.0,24.0,9,0.7,0,0,1,0
1300,1377648000.0,21.8,16.8,18.9,21.8,16.8,18.9,17.4,91.3,10.7,100.0,16.6,243.5,85.1,14.7,6,0.75,0,0,1,0
1301,1377734400.0,22.6,16.9,19.6,22.6,16.9,19.6,17.6,88.9,3.1,75.0,15.1,190.5,76.6,18.2,7,0.77,0,0,1,0
1302,1377820800.0,22.3,17.5,19.5,22.3,17.5,19.5,18.3,93.0,50.9,70.83,16.2,239.0,56.1,15.3,6,0.8,0,0,1,0
1303,1377907200.0,22.4,16.9,19.3,22.4,16.9,19.3,17.7,91.3,14.3,83.33,14.4,245.8,48.2,17.8,7,0.83,0,0,1,0
1304,1357689600.0,23.3,17.0,19.7,23.3,17.0,19.7,17.6,88.7,10.1,62.5,13.3,264.6,37.9,21.6,8,0.86,0,0,1,0
1305,1360368000.0,23.4,16.4,19.6,23.4,16.4,19.6,17.3,87.4,6.5,41.67,13.7,261.1,33.3,24.5,9,0.9,0,0,1,0
1306,1362787200.0,23.5,16.5,19.3,23.5,16.5,19.3,17.0,87.3,3.1,66.67,16.6,263.5,25.3,23.7,9,0.93,0,0,1,0
1307,1365465600.0,22.8,14.9,18.4,22.8,14.9,18.4,16.0,86.9,1.0,41.67,19.4,267.8,28.3,24.5,9,0.96,0,0,1,0
1308,1368057600.0,21.5,14.3,17.4,21.5,14.3,17.4,15.2,87.9,0.0,0.0,22.0,266.1,25.4,21.4,8,0.0,0,1,0,0
1309,1370736000.0,21.6,14.1,17.5,21.6,14.1,17.5,15.2,87.6,0.0,0.0,16.9,247.6,29.8,21.1,8,0.03,0,1,0,0
1310,1373328000.0,21.0,14.5,17.4,21.0,14.5,17.4,15.1,87.2,0.2,8.33,16.9,234.2,43.9,17.9,7,0.06,0,0,1,0
1311,1376006400.0,19.6,14.5,16.7,19.6,14.5,16.7,15.0,89.7,8.1,62.5,13.0,231.1,50.5,13.8,5,0.1,0,0,1,0
1312,1378684800.0,21.1,14.4,17.3,21.1,14.4,17.3,15.5,89.7,3.7,37.5,18.4,215.6,49.1,15.5,6,0.14,0,0,1,0
1313,1381276800.0,21.3,14.5,17.6,21.3,14.5,17.6,15.7,89.2,7.2,62.5,15.1,226.2,51.4,18.1,7,0.17,0,0,1,0
1314,1383955200.0,21.8,14.7,18.2,21.8,14.7,18.2,15.3,83.6,4.4,79.17,11.2,206.7,65.5,16.3,7,0.21,0,0,1,0
1315,1386547200.0,22.0,15.5,18.6,22.0,15.5,18.6,16.3,87.0,6.6,75.0,14.8,223.8,37.1,18.0,7,0.25,0,0,1,0
1316,1379030400.0,23.0,15.5,18.9,23.0,15.5,18.9,16.1,84.1,0.8,25.0,12.2,265.2,26.9,20.2,8,0.28,0,0,1,0
1317,1379116800.0,22.6,14.9,18.6,22.6,14.9,18.6,15.0,80.8,3.0,25.0,10.8,215.5,15.9,23.0,9,0.31,0,0,1,0
1318,1379203200.0,22.1,15.3,18.3,22.1,15.3,18.3,15.8,86.2,3.2,70.83,14.4,234.2,30.7,19.8,7,0.35,0,0,1,0
1319,1379289600.0,21.6,15.0,17.8,21.6,15.0,17.8,14.9,84.2,0.0,0.0,14.0,259.9,20.3,21.8,8,0.39,0,1,0,0
1320,1379376000.0,23.0,13.9,18.2,23.0,13.9,18.2,14.2,78.8,0.0,0.0,12.6,266.9,8.2,24.4,9,0.42,0,0,0,0
1321,1379462400.0,23.4,14.2,18.6,23.4,14.2,18.6,14.2,76.9,0.0,0.0,11.9,196.9,4.8,24.3,9,0.46,0,0,0,0
1322,1379548800.0,23.7,14.3,18.9,23.7,14.3,18.9,15.2,79.9,1.5,20.83,11.2,211.3,6.1,23.6,9,0.5,0,0,1,0
1323,1379635200.0,22.8,15.6,18.8,22.8,15.6,18.8,16.0,84.6,12.0,62.5,10.4,213.0,41.2,18.3,8,0.53,0,0,1,0
1324,1379721600.0,22.9,15.5,19.0,22.9,15.5,19.0,15.8,82.3,7.5,87.5,11.5,153.3,41.8,16.3,6,0.56,0,0,1,0
1325,1379808000.0,23.0,16.5,19.4,23.0,16.5,19.4,15.7,79.5,0.2,8.33,11.2,261.3,17.0,20.6,8,0.59,0,0,1,0
1326,1379894400.0,23.8,16.8,19.8,23.8,16.8,19.8,16.5,81.5,0.0,0.0,11.5,258.4,23.0,21.7,8,0.62,0,1,0,0
1327,1379980800.0,23.5,16.7,19.7,23.5,16.7,19.7,15.8,78.8,2.5,50.0,9.4,258.5,28.8,20.1,8,0.65,0,0,1,0
1328,1380067200.0,22.4,15.5,18.9,22.4,15.5,18.9,14.1,74.4,11.6,100.0,13.0,210.6,26.0,19.0,7,0.69,0,0,1,0
1329,1380153600.0,22.4,15.4,18.4,22.4,15.4,18.4,16.2,87.6,4.3,91.67,15.1,227.6,37.3,18.9,7,0.72,0,0,1,0
1330,1380240000.0,22.6,15.0,18.6,22.6,15.0,18.6,16.7,89.2,3.4,66.67,14.0,257.9,52.3,19.2,8,0.75,0,0,1,0
1331,1380326400.0,23.5,14.9,19.0,23.5,14.9,19.0,16.1,84.7,1.2,41.67,11.2,268.4,36.2,19.8,8,0.78,0,0,1,0
1332,1380412800.0,21.6,15.4,18.0,21.6,15.4,18.0,15.0,83.7,6.2,62.5,13.0,233.8,32.5,15.5,6,0.82,0,0,1,0
1333,1380499200.0,20.0,14.7,17.1,20.0,14.7,17.1,15.8,92.5,5.5,91.67,15.1,213.3,58.8,11.9,5,0.85,0,0,1,0
1334,1357776000.0,21.2,15.3,17.7,21.2,15.3,17.7,15.8,89.2,0.4,16.67,12.2,220.2,51.0,13.5,5,0.88,0,0,1,0
1335,1360454400.0,19.5,15.3,17.3,19.5,15.3,17.3,16.1,92.7,0.9,25.0,16.9,226.6,56.2,8.4,3,0.91,0,0,1,0
1336,1362873600.0,20.0,14.9,16.9,20.0,14.9,16.9,14.8,88.0,6.0,62.5,19.8,217.8,64.6,11.4,5,0.94,0,0,1,0
1337,1365552000.0,20.3,13.2,16.6,20.3,13.2,16.6,14.0,85.1,6.2,87.5,13.3,163.2,33.6,17.9,7,0.98,0,0,1,0
1338,1368144000.0,21.9,14.4,17.8,21.9,14.4,17.8,15.0,84.6,1.0,37.5,16.9,242.0,39.9,18.1,7,0.0,0,0,1,0
1339,1370822400.0,21.7,15.5,18.1,21.7,15.5,18.1,16.2,89.3,1.5,62.5,20.5,221.9,47.6,16.0,7,0.04,0,0,1,0
1340,1373414400.0,23.1,15.4,18.5,23.1,15.4,18.5,16.2,87.4,1.9,66.67,18.4,228.5,26.4,19.2,8,0.08,0,0,1,0
1341,1376092800.0,23.1,14.8,18.6,23.1,14.8,18.6,16.2,86.7,0.6,25.0,16.9,235.0,22.5,19.2,8,0.12,0,0,1,0
1342,1378771200.0,22.2,15.5,18.3,22.2,15.5,18.3,16.7,90.9,0.0,0.0,15.1,234.2,34.7,16.1,7,0.15,0,1,0,0
1343,1381363200.0,18.9,15.4,17.1,18.9,15.4,17.1,16.5,95.5,4.2,62.5,10.1,215.5,72.2,5.3,2,0.19,0,0,1,0
1344,1384041600.0,19.1,13.9,16.7,19.1,13.9,16.7,14.4,87.3,7.8,95.83,10.1,142.1,82.1,9.5,4,0.22,0,0,1,0
1345,1386633600.0,21.5,12.1,16.8,21.5,12.1,16.8,9.0,63.3,0.0,0.0,8.6,92.3,51.1,16.9,7,0.25,0,1,0,0
1346,1381622400.0,22.2,12.7,16.8,22.2,12.7,16.8,10.7,68.6,0.0,0.0,11.2,263.3,13.8,20.0,8,0.3,0,0,0,0
1347,1381708800.0,21.2,12.3,16.0,21.2,12.3,16.0,12.1,78.8,0.0,0.0,14.4,277.4,7.0,20.0,8,0.33,0,0,0,0
1348,1381795200.0,21.4,12.2,16.2,21.4,12.2,16.2,11.2,73.2,0.0,0.0,12.2,269.8,8.1,20.1,8,0.37,0,0,0,0
1349,1381881600.0,20.7,11.9,15.6,20.7,11.9,15.6,11.1,75.7,0.3,12.5,12.2,277.0,6.0,19.8,8,0.4,0,0,1,0
1350,1381968000.0,20.7,12.1,15.8,20.7,12.1,15.8,11.0,74.1,0.0,0.0,10.8,273.2,9.4,18.4,8,0.44,0,0,0,0
1351,1382054400.0,20.6,12.2,15.7,20.6,12.2,15.7,10.7,72.9,0.0,0.0,10.1,281.0,7.8,18.9,8,0.47,0,0,0,0
1352,1382140800.0,19.2,11.5,15.0,19.2,11.5,15.0,9.5,70.4,0.0,0.0,12.6,259.7,11.9,16.9,7,0.5,0,0,0,0
1353,1382227200.0,18.9,9.5,13.6,18.9,8.9,13.5,8.6,73.3,0.3,12.5,14.4,273.1,4.4,19.8,8,0.54,0,0,1,0
1354,1382313600.0,18.5,9.3,13.2,18.5,9.3,13.2,8.9,76.0,0.3,12.5,14.4,214.0,6.5,18.2,8,0.57,0,0,1,0
1355,1382400000.0,19.0,9.4,13.5,19.0,9.4,13.5,9.0,75.5,0.0,0.0,14.0,194.8,0.9,19.8,8,0.61,0,0,0,0
1356,1382486400.0,20.1,10.6,14.6,20.1,10.6,14.6,9.3,71.6,0.0,0.0,13.3,271.5,0.1,19.7,8,0.64,0,0,0,0
1357,1382572800.0,19.7,11.2,14.5,19.7,11.2,14.5,8.4,68.3,0.0,0.0,11.9,278.2,0.3,19.5,8,0.67,0,0,0,0
1358,1382659200.0,19.8,10.1,14.4,19.8,10.1,14.4,8.8,70.5,0.0,0.0,12.2,229.3,6.9,19.7,8,0.7,0,0,0,0
1359,1382745600.0,18.9,11.2,14.0,18.9,11.2,14.0,9.5,75.1,0.0,0.0,13.3,245.6,8.4,18.3,8,0.73,0,0,0,0
1360,1382832000.0,18.1,9.3,13.1,18.1,8.8,13.0,8.3,74.0,0.0,0.0,13.0,279.2,3.6,18.4,8,0.75,0,0,0,0
1361,1382918400.0,17.8,8.7,12.2,17.8,8.7,12.2,7.1,72.8,0.0,0.0,16.2,280.3,3.2,18.7,8,0.8,0,0,0,0
1362,1383004800.0,19.0,8.6,12.6,19.0,8.0,12.4,5.5,64.3,0.0,0.0,17.3,297.7,2.0,19.3,8,0.83,0,0,0,0
1363,1383091200.0,18.5,9.1,12.8,18.5,8.5,12.7,4.3,57.7,0.0,0.0,15.8,291.9,0.8,18.8,8,0.86,0,0,0,0
1364,1383177600.0,18.0,7.9,12.2,18.0,6.9,11.9,5.5,65.3,0.0,0.0,9.7,309.4,3.8,17.2,7,0.9,0,0,0,0
1365,1357862400.0,17.2,5.7,11.2,17.2,3.6,10.5,6.1,73.8,0.3,12.5,9.7,358.8,5.0,17.0,7,0.93,0,0,1,0
1366,1360540800.0,17.2,7.0,11.2,17.2,5.6,10.7,4.4,64.8,0.0,0.0,12.2,292.6,1.8,18.4,8,0.96,0,0,0,0
1367,1362960000.0,17.8,7.5,11.4,17.8,6.9,11.2,3.4,59.9,0.0,0.0,12.2,296.3,13.2,18.1,8,0.0,0,0,0,0
1368,1365638400.0,17.9,7.8,12.0,17.9,7.1,11.9,2.3,52.6,0.0,0.0,13.3,294.7,36.7,17.0,8,0.03,0,1,0,0
1369,1368230400.0,16.9,8.4,12.3,16.9,7.6,12.2,3.0,54.2,0.0,0.0,9.0,149.8,76.3,10.4,4,0.06,0,1,0,0
1370,1370908800.0,15.7,8.1,11.7,15.7,6.9,11.5,4.9,64.5,0.0,0.0,9.7,184.0,83.0,10.6,5,0.1,0,1,0,0
1371,1373500800.0,17.1,6.8,10.8,17.1,5.6,10.2,6.3,76.1,0.1,4.17,15.8,126.5,41.7,14.1,7,0.13,0,0,1,0
1372,1376179200.0,12.7,5.3,8.3,12.7,4.9,7.6,6.0,86.2,4.6,62.5,11.5,112.0,61.6,6.3,4,0.17,0,0,1,0
1373,1378857600.0,13.7,3.1,8.1,13.7,1.3,7.6,2.3,68.6,0.8,29.17,9.4,98.0,5.4,16.1,7,0.2,0,0,1,0
1374,1381449600.0,15.9,4.1,9.2,15.9,2.0,8.4,1.2,59.6,0.0,0.0,13.0,108.8,1.3,17.6,8,0.25,0,0,0,0
1375,1384128000.0,17.1,4.9,10.1,17.1,2.8,9.5,2.0,59.4,0.0,0.0,10.8,351.3,30.2,16.0,7,0.27,0,1,0,0
1376,1386720000.0,15.1,5.6,9.9,15.1,4.3,9.4,3.2,64.3,0.0,0.0,10.4,108.9,5.5,16.0,7,0.31,0,0,0,0
1377,1384300800.0,17.2,4.6,10.2,17.2,2.5,9.5,0.6,53.7,0.0,0.0,11.5,350.3,3.3,17.8,8,0.35,0,0,0,0
1378,1384387200.0,17.5,5.5,10.6,17.5,3.9,10.1,-1.6,44.3,0.0,0.0,11.2,21.2,0.0,17.9,8,0.38,0,0,0,0
1379,1384473600.0,17.5,6.4,10.9,17.5,5.0,10.5,0.0,48.7,0.0,0.0,10.8,276.6,0.0,17.5,7,0.42,0,0,0,0
1380,1384560000.0,18.0,6.4,11.1,18.0,5.1,10.6,0.8,50.5,0.0,0.0,11.2,110.7,0.0,17.5,7,0.45,0,0,0,0
1381,1384646400.0,18.5,6.7,11.5,18.5,5.3,10.9,-0.3,45.9,0.0,0.0,10.4,1.4,0.0,17.5,7,0.5,0,0,0,0
1382,1384732800.0,19.0,7.1,11.9,19.0,5.7,11.4,-0.7,43.6,0.0,0.0,11.5,333.7,0.0,17.5,7,0.52,0,0,0,0
1383,1384819200.0,18.8,8.6,12.2,18.8,7.8,11.9,0.4,46.0,0.0,0.0,11.5,287.9,0.0,17.1,7,0.55,0,0,0,0
1384,1384905600.0,18.2,7.6,11.5,18.2,6.6,11.3,1.0,50.2,0.0,0.0,13.0,283.4,0.0,16.8,7,0.59,0,0,0,0
1385,1384992000.0,17.7,7.5,11.2,17.7,6.9,10.9,1.2,51.9,0.0,0.0,14.0,258.1,0.0,16.4,7,0.62,0,0,0,0
1386,1385078400.0,18.0,6.3,11.0,18.0,5.1,10.7,1.1,52.3,0.0,0.0,15.1,288.1,0.0,16.5,7,0.65,0,0,0,0
1387,1385164800.0,18.6,7.2,11.5,18.6,7.2,11.4,1.2,51.2,0.0,0.0,14.0,282.5,4.8,16.4,7,0.68,0,0,0,0
1388,1385251200.0,18.5,9.1,12.3,18.5,8.5,12.0,1.4,48.7,0.0,0.0,13.3,300.0,61.3,14.6,6,0.72,0,1,0,0
1389,1385337600.0,20.3,8.3,12.4,20.3,7.2,11.9,0.5,46.4,0.0,0.0,15.8,303.8,38.5,15.6,7,0.75,0,1,0,0
1390,1385424000.0,20.9,8.2,12.6,20.9,7.0,12.2,0.1,44.4,0.0,0.0,13.7,307.7,13.4,16.5,7,0.75,0,0,0,0
1391,1385510400.0,19.9,8.7,12.5,19.9,7.8,12.2,0.0,44.3,0.0,0.0,12.6,303.7,47.7,16.3,7,0.81,0,1,0,0
1392,1385596800.0,19.3,7.7,12.0,19.3,6.7,11.6,-1.2,41.8,0.0,0.0,9.7,317.2,28.6,16.1,7,0.85,0,1,0,0
1393,1385683200.0,19.7,6.8,11.6,19.7,5.3,11.0,-2.5,39.6,0.0,0.0,11.2,314.6,0.0,16.4,7,0.88,0,0,0,0
1394,1385769600.0,18.4,7.1,11.2,18.4,6.1,10.9,-1.3,43.5,0.0,0.0,14.8,292.1,0.0,15.8,7,0.91,0,0,0,0
1395,1357948800.0,17.8,6.8,10.9,17.8,6.8,10.8,-1.1,44.9,0.0,0.0,13.0,273.1,0.0,15.7,7,0.94,0,0,0,0
1396,1360627200.0,17.8,7.6,11.1,17.8,6.9,11.0,-0.7,45.5,0.0,0.0,14.0,289.3,24.4,15.3,7,0.98,0,1,0,0
1397,1363046400.0,14.7,4.6,8.7,14.7,3.2,8.3,-0.4,54.1,0.0,0.0,11.9,143.0,1.0,14.9,7,0.0,0,0,0,0
1398,1365724800.0,16.6,2.6,8.8,16.6,-0.1,7.8,-2.2,48.3,0.0,0.0,9.4,347.0,7.9,15.2,7,0.04,0,0,0,0
1399,1368316800.0,17.8,5.9,10.3,17.8,4.6,9.8,-2.4,42.5,0.0,0.0,12.6,308.3,0.0,15.8,7,0.08,0,0,0,0
1400,1370995200.0,18.0,7.0,10.8,18.0,6.1,10.5,-1.6,43.8,0.0,0.0,13.0,285.4,0.3,15.4,7,0.11,0,0,0,0
1401,1373587200.0,17.7,5.6,10.3,17.7,4.4,10.1,-1.0,47.1,0.0,0.0,13.0,289.0,4.0,14.8,7,0.15,0,0,0,0
1402,1376265600.0,17.5,5.8,10.3,17.5,4.6,9.9,-0.5,48.8,0.0,0.0,14.0,221.8,0.4,14.8,7,0.18,0,0,0,0
1403,1378944000.0,16.3,4.9,9.2,16.3,3.5,8.7,-0.5,52.5,0.0,0.0,11.5,306.2,0.0,14.9,7,0.25,0,0,0,0
1404,1381536000.0,16.1,4.4,8.7,16.1,2.7,8.0,-2.2,48.6,0.0,0.0,12.6,314.9,2.5,14.8,7,0.25,0,0,0,0
1405,1384214400.0,16.8,3.8,8.7,16.8,1.9,7.9,-2.9,46.4,0.0,0.0,15.1,310.2,0.0,15.3,7,0.29,0,0,0,0
1406,1386806400.0,16.0,4.0,8.7,16.0,2.5,8.3,-1.9,50.1,0.0,0.0,19.8,278.5,0.0,15.3,7,0.32,0,0,0,0
1407,1386892800.0,16.1,3.7,7.9,16.1,3.7,7.8,-2.4,51.3,0.0,0.0,17.6,235.2,0.0,15.2,7,0.36,0,0,0,0
1408,1386979200.0,18.4,3.1,8.6,18.4,1.1,8.0,-4.83,41.0,0.0,0.0,18.0,284.6,0.1,15.1,7,0.39,0,0,0,0
1409,1387065600.0,16.1,3.5,8.6,16.1,3.5,8.5,-1.4,51.3,0.0,0.0,15.1,201.8,0.0,13.8,6,0.43,0,0,0,0
1410,1387152000.0,16.4,4.5,9.1,16.4,4.5,9.1,0.6,57.0,0.0,0.0,13.0,245.7,0.0,13.6,6,0.46,0,0,0,0
1411,1387238400.0,15.5,5.0,8.4,15.5,5.0,8.3,0.0,58.0,0.0,0.0,17.6,271.0,0.1,13.9,6,0.5,0,0,0,0
1412,1387324800.0,14.0,2.8,6.9,14.0,1.2,6.4,-2.0,56.5,0.0,0.0,16.9,285.5,0.1,13.8,6,0.53,0,0,0,0
1413,1387411200.0,12.8,2.0,5.9,12.8,0.5,5.0,-3.4,53.8,0.0,0.0,15.1,264.7,7.0,13.7,7,0.56,0,0,0,0
1414,1387497600.0,11.9,2.0,5.9,11.9,0.3,5.5,-0.7,63.7,0.6,12.5,12.2,288.7,18.1,11.8,6,0.6,0,0,1,0
1415,1387584000.0,11.7,2.7,6.2,11.7,1.1,5.7,0.4,68.7,0.0,0.0,12.6,145.8,35.3,11.5,5,0.63,0,1,0,0
1416,1387670400.0,10.7,1.4,5.4,10.7,-1.1,3.7,2.2,82.0,1.7,45.83,17.3,120.6,51.3,11.2,6,0.66,0,0,1,0
1417,1387756800.0,13.8,3.0,7.2,13.8,1.1,6.5,0.0,62.9,0.0,0.0,11.9,115.8,38.2,13.2,6,0.69,0,1,0,0
1418,1387843200.0,15.6,0.7,7.3,15.6,-2.5,6.3,-4.83,43.5,0.0,0.0,10.1,9.6,0.2,14.9,7,0.73,0,0,0,0
1419,1387929600.0,15.7,2.4,7.6,15.7,0.0,6.8,-4.83,37.7,0.0,0.0,11.9,354.4,0.0,14.8,7,0.75,0,0,0,0
1420,1388016000.0,14.1,2.6,6.7,14.1,0.9,6.1,-4.83,39.6,0.0,0.0,11.2,156.3,0.0,15.4,7,0.79,0,0,0,0
